ID,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,AScore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,Semer,VSA,Score_Stimulants,Score_Depressants,Score_Hallucinogens,Usage_Group
1064,25-34,M,"Some college or university, no certificate or degree",USA,White,-1.69163,-0.15487,0.88309,-1.47955,0.41594,-0.21712,0.07987,5,2,0,2,4,6,5,2,2,4,0,0,0,3,0,3,5,0,2,5,5,3,Regular
1065,25-34,M,Masters degree,Other,Other,-0.67825,0.63779,1.65653,0.59042,0.58489,-0.21712,1.2247,5,4,3,3,6,6,6,2,0,2,0,0,3,3,0,4,6,0,1,6,5,4,Regular
1066,18-24,M,"Some college or university, no certificate or degree",USA,White,-3.15735,0.47617,1.24033,1.11406,-1.13788,0.88113,0.7654,4,0,0,0,4,6,5,0,0,0,0,0,3,4,0,0,5,0,0,5,4,4,Regular
1067,35-44,F,Left school at 17 years,Canada,White,1.23461,-0.69509,0.58331,0.28783,1.63088,-1.37983,-1.54858,5,0,0,0,6,2,4,0,0,0,0,0,0,0,0,0,6,0,0,6,5,0,Occasional
1068,35-44,M,University degree,Canada,White,-0.58016,-0.69509,-2.39883,-0.30172,-0.27607,-2.55524,-1.18084,3,0,0,0,6,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,Non-User
1069,18-24,M,Left school at 18 years,UK,White,-1.69163,0.96248,-0.01928,-0.01729,-0.89891,0.88113,0.07987,6,0,0,0,5,6,4,0,0,6,0,0,0,0,0,0,6,0,0,6,6,0,Regular
1070,25-34,F,Doctorate degree,UK,White,-0.92104,0.00332,1.06238,2.03972,2.04506,-1.37983,-0.21575,6,0,0,0,5,2,5,0,0,0,0,0,0,0,0,0,2,0,0,2,6,0,Occasional
1071,25-34,F,Masters degree,Other,Mixed-White/Black,-0.05188,-1.37639,-0.45174,-0.15487,1.30612,-0.21712,-1.18084,6,0,0,0,6,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,Occasional
1072,18-24,M,Masters degree,UK,White,0.41667,0.00332,0.29338,-0.60633,0.12331,0.88113,0.07987,5,0,0,0,6,2,6,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,Occasional
1073,18-24,M,"Some college or university, no certificate or degree",Republic of Ireland,White,-0.46725,-0.43999,1.06238,0.13136,-1.38502,-0.21712,0.7654,5,0,2,0,6,3,5,2,0,2,0,0,2,0,0,0,6,0,2,6,5,0,Occasional
1074,18-24,F,Masters degree,UK,White,1.60383,-1.50796,-0.17779,0.28783,-0.40581,-0.71126,-1.54858,2,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Non-User
1075,35-44,F,Doctorate degree,UK,White,-0.67825,0.32197,-0.01928,-0.30172,1.46191,-1.37983,-1.54858,5,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Non-User
1076,35-44,M,Left school at 18 years,UK,White,0.31287,-0.69509,-0.45174,-0.45321,-0.14277,0.19268,0.7654,6,0,1,0,5,2,6,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,Occasional
1077,18-24,M,Left school at 17 years,UK,White,-0.92104,-0.57545,0.7233,1.2861,-0.27607,-0.71126,-0.21575,3,0,0,0,5,6,4,0,0,0,0,0,4,0,0,4,0,0,0,0,3,4,Regular
1078,35-44,F,Professional certificate/ diploma,Canada,White,0.41667,0.00332,-0.97631,0.13136,-0.14277,-1.37983,-1.18084,4,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,Non-User
1079,25-34,F,University degree,USA,White,1.8399,-1.92173,1.88511,-0.91699,0.25953,0.19268,1.92173,3,1,1,2,6,3,6,0,0,1,0,0,0,1,0,1,3,0,0,3,3,1,Occasional
1080,45-54,M,Professional certificate/ diploma,UK,White,-1.55078,0.96248,-0.31776,-0.45321,0.25953,-0.21712,-1.54858,4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,Non-User
1081,35-44,F,Professional certificate/ diploma,UK,White,0.52135,-1.37639,-1.42424,0.13136,-1.13788,-1.37983,-1.18084,4,0,0,0,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,Non-User
1082,25-34,F,Masters degree,UK,Other,0.31287,1.74091,-0.17779,0.28783,0.58489,0.52975,0.7654,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,Non-User
1083,18-24,F,Masters degree,UK,White,-1.1943,1.58487,0.29338,1.11406,1.30612,-0.21712,-0.21575,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Non-User
1084,18-24,M,Masters degree,UK,White,-0.24649,0.47617,-0.31776,0.28783,-0.52745,-0.21712,-0.21575,5,0,0,0,6,2,6,0,0,0,0,0,2,0,0,2,3,0,0,3,5,2,Occasional
1085,18-24,F,Masters degree,UK,White,0.62967,1.11406,-0.84732,-0.45321,-1.25773,-0.71126,-0.84637,6,0,0,0,6,0,6,4,0,0,0,0,0,0,0,0,0,0,0,4,6,0,Non-User
1086,18-24,F,University degree,UK,White,-0.05188,-0.15487,0.44585,0.28783,0.41594,-1.37983,-0.21575,5,2,2,0,6,2,4,0,0,3,0,2,3,0,0,2,2,0,1,2,5,2,Occasional
1087,18-24,F,Masters degree,UK,White,-0.24649,0.47617,0.88309,-0.15487,1.81175,0.52975,0.40148,6,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,Non-User
1088,35-44,M,Professional certificate/ diploma,Canada,White,-0.14882,-0.15487,0.58331,0.43852,0.58489,-0.71126,0.40148,6,2,0,2,6,3,5,2,0,2,0,2,0,2,0,2,1,0,0,2,6,2,Occasional
1089,18-24,F,Masters degree,Other,White,-0.05188,0.96248,2.15324,-0.30172,0.25953,-1.37983,-0.52593,3,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Non-User
1090,18-24,F,Masters degree,UK,White,0.52135,0.47617,-0.01928,-0.30172,0.25953,0.19268,-0.52593,6,0,2,0,6,2,6,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,Occasional
1091,25-34,F,Masters degree,USA,White,-0.46725,-0.15487,0.29338,0.59042,0.93949,0.19268,-0.84637,6,6,0,3,6,0,6,0,0,0,0,0,0,0,4,0,0,0,0,6,6,0,Non-User
1092,25-34,F,University degree,UK,White,-1.05308,1.45421,0.14143,1.11406,-0.27607,-1.37983,0.7654,6,2,5,0,6,5,5,2,0,0,0,0,0,0,0,2,6,0,1,6,6,2,Regular
1093,18-24,F,Masters degree,UK,White,0.62967,1.45421,-0.17779,2.46262,-0.52745,1.29221,0.40148,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Non-User
1094,45-54,F,Left school at 16 years,UK,White,-0.46725,0.63779,-1.11902,1.11406,0.12331,0.19268,-0.52593,4,3,0,5,6,3,5,3,0,3,0,0,3,3,3,3,3,0,0,3,5,3,Occasional
1095,18-24,M,University degree,Australia,White,-1.69163,-0.80615,-0.58331,-1.21213,-1.25773,0.19268,0.7654,3,4,6,0,6,3,4,4,0,4,0,0,4,4,0,3,0,0,4,4,3,4,Occasional
1096,25-34,F,University degree,Australia,White,-1.43907,1.74091,-0.84732,-0.60633,0.58489,0.88113,0.40148,6,2,0,2,6,4,5,3,0,3,0,0,0,0,0,0,5,0,0,5,6,0,Occasional
1097,35-44,M,Masters degree,UK,Asian,-0.46725,0.96248,0.14143,-0.01729,0.93949,0.88113,-0.21575,5,0,0,2,4,0,5,0,0,0,0,0,0,0,0,0,6,0,0,6,5,0,Non-User
1098,25-34,M,Masters degree,UK,White,1.13281,-1.09207,-0.84732,-0.01729,0.12331,-0.21712,-2.07848,5,0,0,0,6,2,5,0,0,0,0,0,0,0,0,0,2,0,0,2,5,0,Occasional
1099,18-24,M,Left school at 18 years,UK,White,-0.58016,-0.69509,1.65653,1.81866,-1.13788,-0.21712,-0.52593,5,2,3,3,5,5,4,0,0,3,0,4,3,0,0,0,6,0,0,6,5,0,Regular
1100,25-34,M,"Some college or university, no certificate or degree",USA,White,-0.92104,0.00332,0.7233,0.13136,-0.65253,0.88113,0.07987,3,2,0,4,6,6,6,2,2,3,2,2,3,2,6,3,6,0,5,6,4,3,Regular
1101,18-24,F,"Some college or university, no certificate or degree",USA,White,0.04257,-0.43999,-0.01928,-0.91699,-0.65253,-1.37983,-0.21575,4,0,0,0,6,5,4,0,0,0,0,0,3,0,0,3,0,0,0,0,4,3,Regular
1102,18-24,F,Masters degree,UK,White,-1.32828,1.2861,0.29338,0.43852,0.58489,-0.21712,0.40148,5,2,2,0,5,5,6,2,0,0,0,0,0,0,0,2,5,0,0,5,5,2,Regular
1103,18-24,M,"Some college or university, no certificate or degree",Other,White,-0.58016,0.47617,-0.17779,0.28783,-1.78169,0.19268,0.7654,6,4,0,0,6,5,5,0,0,0,0,0,0,0,0,0,6,0,0,6,6,0,Regular
1104,18-24,F,University degree,USA,White,0.31287,-0.15487,-0.58331,-0.30172,1.30612,-0.71126,-0.52593,5,0,0,2,6,6,5,3,0,4,0,2,2,4,0,2,3,0,0,3,5,4,Regular
1105,18-24,F,Masters degree,Other,White,-0.79151,-0.15487,-0.17779,-0.45321,-0.40581,-0.21712,1.2247,6,0,3,0,5,6,5,3,0,4,0,0,0,3,0,0,6,0,0,6,6,3,Regular
1106,18-24,F,Left school at 18 years,USA,White,-1.05308,0.32197,1.88511,-0.91699,-1.78169,0.19268,0.7654,5,0,0,0,5,4,5,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,Occasional
1107,25-34,M,"Some college or university, no certificate or degree",Other,White,-1.1943,-1.09207,0.7233,-1.21213,-2.04506,-1.37983,0.07987,6,3,2,3,6,5,5,3,0,4,0,3,3,4,0,4,6,0,0,6,6,4,Regular
1108,25-34,F,Doctorate degree,UK,White,-0.14882,-0.30033,-0.45174,2.23427,1.63088,-1.37983,0.07987,4,0,0,0,6,2,5,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,Occasional
1109,25-34,F,"Some college or university, no certificate or degree",Other,White,1.98437,-0.30033,0.44585,-1.21213,-1.0145,0.19268,0.7654,5,3,2,2,3,6,5,3,0,4,2,2,0,3,3,2,6,0,1,6,5,3,Regular
1110,18-24,M,University degree,UK,White,1.13281,1.11406,1.06238,-0.15487,-0.52745,1.86203,1.92173,5,4,2,3,5,4,6,2,0,4,0,4,3,2,0,2,4,0,0,4,5,2,Occasional
1111,18-24,M,"Some college or university, no certificate or degree",UK,White,-0.92104,1.74091,1.43533,1.2861,-0.27607,0.19268,0.40148,6,5,3,5,6,5,5,5,0,5,0,5,3,3,0,0,6,0,0,6,6,3,Regular
1112,45-54,M,"Some college or university, no certificate or degree",USA,White,2.46262,-1.50796,-1.82919,0.13136,-1.64101,0.88113,-0.52593,5,3,1,6,6,1,5,3,0,1,1,2,0,1,3,2,1,0,1,3,6,2,Non-User
1113,18-24,F,"Some college or university, no certificate or degree",USA,White,0.22393,-0.15487,-0.31776,2.23427,1.46191,-1.37983,-1.18084,5,0,0,6,6,3,4,0,0,4,0,0,3,4,0,5,0,0,0,0,6,5,Occasional
1114,45-54,M,Doctorate degree,USA,White,0.41667,-0.43999,0.58331,0.28783,-1.25773,1.29221,0.07987,6,6,0,2,6,3,6,2,0,1,0,0,0,3,3,2,2,0,0,6,6,3,Occasional
1115,18-24,M,Left school at 18 years,USA,White,-0.92104,-1.23177,-0.71727,-1.07533,0.58489,-0.71126,-0.52593,5,0,4,3,6,6,6,4,0,4,0,3,3,3,3,4,6,0,2,6,5,4,Regular
1116,18-24,M,"Some college or university, no certificate or degree",USA,White,-3.46436,0.47617,-0.01928,1.2861,2.04506,-0.21712,0.7654,5,0,0,0,6,6,6,0,0,0,0,0,4,3,3,3,5,0,0,5,5,3,Regular
1117,45-54,M,Left school at 16 years,UK,White,0.52135,-0.57545,0.44585,-2.5383,-0.27607,0.88113,-0.21575,3,1,1,1,6,6,6,1,0,0,3,0,0,1,0,3,1,0,0,1,3,3,Regular
1118,18-24,M,"Some college or university, no certificate or degree",USA,Other,0.91093,0.00332,1.24033,-0.15487,-1.38502,1.29221,0.40148,5,0,0,3,6,6,6,0,0,3,0,0,6,4,0,4,6,0,0,6,5,4,Regular
1119,18-24,M,"Some college or university, no certificate or degree",USA,White,1.60383,-1.23177,-0.17779,-0.91699,-0.65253,-0.71126,-0.21575,6,4,0,6,6,6,6,0,0,4,0,0,4,3,3,3,6,0,0,6,6,3,Regular
1120,25-34,F,University degree,USA,White,-1.69163,2.57309,2.90161,1.11406,-0.27607,0.52975,1.92173,6,6,0,3,6,6,6,3,0,3,0,0,0,4,5,5,6,0,4,6,6,5,Regular
1121,18-24,M,"Some college or university, no certificate or degree",USA,White,1.02119,-0.43999,-0.01928,-1.772,-1.0145,0.88113,0.7654,4,5,0,3,4,6,5,0,0,3,0,0,3,3,0,3,3,0,0,5,4,3,Regular
1122,25-34,M,University degree,UK,White,-1.05308,1.2861,0.44585,0.43852,0.7583,0.19268,-0.21575,5,2,2,0,6,2,6,2,0,2,0,2,2,0,0,0,2,0,0,2,5,0,Occasional
1123,25-34,M,"Some college or university, no certificate or degree",USA,White,-0.34799,-2.44904,-1.27553,-0.76096,-0.27607,0.19268,0.7654,2,5,0,3,6,2,4,2,0,0,3,2,2,2,6,2,1,0,0,6,3,2,Occasional
1124,18-24,M,Left school at 16 years,Canada,White,-0.05188,-1.92173,1.65653,-0.01729,-0.40581,-0.71126,-0.52593,3,2,0,2,6,3,4,3,2,2,0,2,2,2,4,2,6,0,0,6,3,2,Occasional
1125,25-34,M,Professional certificate/ diploma,UK,White,0.73545,-0.94779,-1.11902,-0.01729,-1.25773,0.52975,-0.52593,6,6,2,3,6,3,6,3,0,3,0,4,6,0,0,2,6,0,0,6,6,2,Occasional
1126,25-34,M,Left school at 18 years,UK,White,-1.05308,0.00332,-2.39883,0.43852,-0.00665,1.29221,0.07987,6,2,2,5,4,6,6,3,3,3,0,4,6,2,0,2,6,0,3,6,6,2,Regular
1127,25-34,M,Professional certificate/ diploma,USA,White,1.37297,-1.37639,-0.45174,-0.15487,-2.30408,-0.21712,-0.21575,4,4,2,5,6,5,5,3,0,4,3,0,4,0,2,3,6,0,3,6,5,3,Regular
1128,55-64,M,Left school at 17 years,USA,White,0.52135,-0.43999,-0.58331,-1.6209,0.58489,-0.21712,0.07987,3,1,0,4,6,3,3,2,2,0,0,0,0,1,0,1,1,0,0,2,4,1,Occasional
1129,18-24,M,"Some college or university, no certificate or degree",USA,White,1.37297,-0.94779,0.7233,0.28783,-0.78155,0.52975,1.2247,4,3,0,5,6,6,5,2,2,3,2,0,6,5,3,3,5,0,0,5,5,5,Regular
1130,18-24,M,"Some college or university, no certificate or degree",USA,White,1.02119,-2.03972,-0.71727,1.11406,-1.25773,0.88113,0.40148,5,5,0,3,6,6,5,3,2,3,0,0,2,3,6,2,6,0,2,6,5,3,Regular
1131,18-24,M,"Some college or university, no certificate or degree",Other,White,-1.55078,-1.23177,0.88309,1.61108,-1.78169,-0.21712,0.40148,5,0,0,0,3,5,6,0,0,0,0,3,3,3,3,4,5,0,0,5,5,4,Regular
1132,18-24,M,"Some college or university, no certificate or degree",Other,White,0.41667,0.16767,-0.17779,-0.01729,-1.92173,1.29221,0.7654,6,3,3,6,4,5,5,2,2,3,5,5,6,2,0,2,6,0,2,6,6,2,Regular
1133,25-34,F,Professional certificate/ diploma,USA,White,2.28554,0.80523,0.7233,-2.07848,-1.78169,1.86203,1.92173,4,0,0,6,6,3,0,4,0,2,5,0,0,2,4,2,6,0,0,6,6,2,Occasional
1134,25-34,M,Masters degree,New Zealand,White,0.62967,-0.69509,0.14143,-1.21213,-0.27607,-0.21712,-0.21575,6,2,3,6,6,6,6,3,0,2,2,2,6,2,3,3,3,0,6,3,6,3,Regular
1135,35-44,M,Professional certificate/ diploma,Australia,White,-1.32828,0.16767,1.65653,1.11406,0.25953,1.29221,0.7654,3,3,0,2,3,5,5,0,0,3,0,0,3,3,0,3,6,0,0,6,3,3,Regular
1136,18-24,M,Masters degree,USA,White,0.41667,1.2861,-1.11902,-0.91699,-0.52745,1.86203,0.40148,5,5,0,4,6,3,6,3,0,0,0,0,3,0,6,0,6,0,2,6,5,0,Occasional
1137,18-24,M,Left school at 18 years,USA,White,1.37297,0.63779,-0.31776,-1.34289,-1.64101,1.29221,1.2247,3,3,0,4,6,6,5,3,3,3,3,3,3,3,4,3,6,0,4,6,4,3,Regular
1138,25-34,F,Doctorate degree,UK,White,-0.05188,0.32197,-0.84732,-0.01729,0.41594,-1.37983,-0.84637,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Non-User
1139,25-34,F,University degree,Other,White,0.31287,-1.92173,-0.01928,0.59042,-1.25773,-0.21712,-0.84637,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Non-User
1140,25-34,M,"Some college or university, no certificate or degree",USA,White,0.52135,-1.23177,0.44585,-3.15735,-0.52745,1.86203,1.2247,6,3,0,3,6,6,6,3,0,4,2,2,3,2,2,3,6,0,0,6,6,3,Regular
1141,18-24,F,"Some college or university, no certificate or degree",USA,White,-0.92104,0.47617,0.14143,1.45039,-0.27607,-0.21712,1.2247,6,2,0,5,5,5,5,5,3,4,3,0,3,0,5,3,5,0,3,5,6,3,Regular
1142,25-34,F,University degree,Australia,White,1.60383,-1.6334,0.7233,-1.07533,-1.5184,0.52975,1.2247,4,2,0,3,6,6,4,0,0,2,0,0,0,0,0,0,6,0,2,6,4,0,Regular
1143,35-44,M,Professional certificate/ diploma,USA,White,0.41667,-1.23177,0.14143,-0.15487,0.58489,0.52975,0.07987,4,1,0,6,6,4,0,3,3,0,2,1,3,1,6,4,6,0,1,6,6,4,Occasional
1144,18-24,F,"Some college or university, no certificate or degree",USA,White,1.98437,-1.92173,1.24033,1.45039,-1.13788,-0.21712,1.2247,6,3,0,4,6,4,4,0,0,0,0,0,4,0,0,0,6,0,0,6,6,0,Occasional
1145,45-54,M,University degree,UK,White,0.22393,-1.09207,-0.71727,-0.30172,-0.65253,0.19268,-0.84637,1,1,1,3,6,1,6,1,0,1,0,0,0,1,0,1,6,0,0,6,3,1,Non-User
1146,18-24,M,"Some college or university, no certificate or degree",Republic of Ireland,White,1.60383,-0.80615,-0.71727,-1.21213,-2.18109,-0.21712,0.07987,5,4,2,0,6,4,3,3,0,4,0,0,3,0,0,0,6,0,0,6,5,0,Occasional
1147,25-34,M,Masters degree,USA,White,0.22393,-0.69509,0.29338,-0.01729,-1.0145,-0.71126,-1.18084,5,6,0,4,6,6,5,0,0,0,0,4,5,4,4,4,3,0,2,6,5,4,Regular
1148,25-34,M,University degree,USA,White,-2.75696,-0.43999,-1.11902,-1.47955,0.93949,-0.21712,0.07987,5,6,5,3,6,2,4,2,0,4,0,0,0,3,0,2,0,0,0,6,5,3,Occasional
1149,35-44,M,Professional certificate/ diploma,USA,White,1.8399,-0.94779,0.14143,-1.47955,-1.25773,0.88113,-0.52593,3,3,1,4,6,3,3,1,1,2,0,2,5,3,3,2,6,0,1,6,4,3,Occasional
1150,18-24,M,"Some college or university, no certificate or degree",USA,White,0.13606,0.16767,0.14143,-0.60633,-0.65253,0.52975,1.92173,5,4,2,4,6,6,5,6,3,5,2,3,2,3,3,3,5,0,2,6,5,3,Regular
1151,45-54,F,Left school at 18 years,Australia,White,-0.58016,0.63779,-0.31776,0.43852,0.93949,-0.71126,-0.52593,1,6,2,6,5,6,5,2,0,2,2,2,0,2,0,2,6,0,0,6,6,2,Regular
1152,25-34,M,"Some college or university, no certificate or degree",USA,White,1.23461,-0.43999,0.58331,1.11406,0.41594,0.19268,0.40148,4,6,3,6,6,4,4,2,2,2,2,2,4,2,0,2,5,0,2,6,6,2,Occasional
1153,35-44,F,University degree,USA,White,1.72012,-1.7625,-0.58331,-0.30172,-1.25773,0.88113,-0.84637,1,3,0,2,6,6,6,1,2,0,1,0,1,0,0,0,6,0,1,6,2,0,Regular
1154,55-64,F,Masters degree,USA,Other,0.31287,-0.69509,-0.71727,-1.21213,-0.27607,0.52975,1.92173,3,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,0,6,3,0,Non-User
1155,18-24,M,Left school at 18 years,Other,White,0.52135,-0.80615,-0.17779,-0.15487,-1.92173,0.52975,1.2247,4,3,0,3,4,4,4,0,0,0,0,0,3,3,3,0,4,0,0,4,4,3,Occasional
1156,18-24,F,Masters degree,UK,White,0.41667,0.16767,0.29338,0.76096,-0.52745,0.19268,0.7654,6,2,2,0,6,6,4,3,0,4,0,5,3,3,0,0,6,0,0,6,6,3,Regular
1157,18-24,M,Doctorate degree,UK,White,-0.92104,1.74091,1.65653,1.61108,-0.52745,-0.21712,1.2247,6,2,2,4,6,5,6,0,0,4,0,3,3,0,0,5,4,0,0,4,6,5,Regular
1158,18-24,F,"Some college or university, no certificate or degree",UK,White,0.22393,-0.15487,-0.31776,-0.60633,0.41594,-0.21712,-0.52593,3,2,0,4,3,2,6,2,0,2,0,0,2,0,0,0,2,0,0,2,4,0,Occasional
1159,18-24,M,"Some college or university, no certificate or degree",UK,White,0.62967,1.93886,1.88511,0.43852,-0.40581,1.29221,0.7654,4,5,0,0,5,6,5,3,0,6,0,3,6,0,0,0,6,0,0,6,4,0,Regular
1160,45-54,M,Professional certificate/ diploma,Republic of Ireland,White,-0.46725,0.00332,-0.31776,-1.21213,0.93949,-0.71126,0.40148,3,2,2,3,6,6,5,1,0,0,0,0,3,1,0,1,6,0,1,6,3,1,Regular
1161,25-34,F,University degree,Canada,White,0.62967,-0.15487,0.14143,-0.01729,-1.13788,0.19268,1.2247,6,2,2,3,4,3,5,3,0,3,0,0,2,2,0,3,1,0,0,3,6,3,Occasional
1162,18-24,M,Left school at 17 years,USA,Other,0.82562,-1.09207,-1.42424,-0.91699,0.12331,0.52975,0.7654,5,6,0,0,6,5,4,5,0,4,0,0,3,3,0,3,6,0,0,6,5,3,Regular
1163,18-24,M,"Some college or university, no certificate or degree",USA,White,0.04257,-0.15487,1.65653,0.13136,0.25953,0.52975,1.92173,5,3,0,3,4,5,4,4,0,2,3,0,3,2,3,2,3,0,0,4,5,2,Regular
1164,25-34,F,Doctorate degree,UK,White,-0.14882,-0.94779,0.29338,0.94156,2.04506,-0.71126,-0.52593,5,0,0,2,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Non-User
1165,25-34,M,Left school at 17 years,Australia,White,-0.34799,0.32197,-0.01928,0.13136,0.41594,0.19268,0.07987,4,5,4,5,6,2,4,4,0,3,0,0,3,2,0,3,6,0,0,6,5,3,Occasional
1166,25-34,M,"Some college or university, no certificate or degree",USA,White,0.82562,-1.09207,0.44585,-0.60633,1.13407,0.88113,-0.21575,5,0,0,5,4,5,5,0,0,0,0,0,5,0,5,3,1,0,0,5,5,3,Regular
1167,35-44,M,University degree,USA,White,-0.34799,-0.57545,0.88309,0.76096,-1.78169,1.86203,1.92173,6,0,0,0,6,3,6,3,0,2,0,2,3,0,0,4,3,0,1,3,6,4,Occasional
1168,25-34,M,University degree,USA,White,0.52135,-0.94779,1.06238,-0.30172,0.58489,-0.21712,0.07987,5,1,0,0,6,6,6,0,0,4,0,0,2,4,0,4,1,0,0,1,5,4,Regular
1169,18-24,M,Left school at 18 years,USA,White,0.82562,-0.30033,1.43533,-0.76096,-1.0145,0.88113,0.7654,6,2,0,0,6,6,5,0,0,0,0,0,4,0,3,3,2,0,0,3,6,3,Regular
1170,45-54,M,Professional certificate/ diploma,USA,White,0.41667,-0.15487,-0.17779,-1.92595,-1.0145,0.52975,0.40148,5,6,2,3,6,2,6,1,0,0,0,2,0,2,3,2,1,0,0,6,5,2,Occasional
1171,35-44,F,University degree,USA,White,-1.1943,1.2861,1.43533,1.2861,0.25953,-0.71126,-0.21575,6,0,0,0,6,3,6,2,0,2,1,2,0,1,0,2,5,0,0,5,6,2,Occasional
1172,35-44,M,"Some college or university, no certificate or degree",USA,White,0.13606,-0.57545,-0.01928,-0.76096,0.12331,-0.71126,0.40148,3,0,0,5,6,6,5,0,0,0,0,0,0,1,6,2,6,0,1,6,5,2,Regular
1173,18-24,M,"Some college or university, no certificate or degree",USA,White,-0.24649,0.16767,-0.97631,0.59042,0.93949,0.88113,0.40148,5,3,0,3,6,6,5,3,0,3,4,3,2,0,3,2,3,0,3,3,5,2,Regular
1174,18-24,F,"Some college or university, no certificate or degree",USA,White,0.41667,0.16767,1.43533,0.59042,0.58489,-1.37983,0.07987,4,0,0,3,6,6,6,0,0,2,0,0,2,2,0,0,3,0,2,3,4,2,Regular
1175,18-24,M,"Some college or university, no certificate or degree",USA,Other,0.04257,-0.80615,0.88309,-0.30172,1.13407,-0.21712,0.7654,4,5,0,6,6,6,6,6,1,3,3,3,2,3,3,3,6,0,0,6,6,3,Regular
1176,25-34,M,Masters degree,USA,White,0.31287,-0.80615,-0.01928,-0.91699,1.13407,1.86203,1.92173,6,6,0,0,6,4,6,0,0,0,0,0,1,1,0,0,5,0,0,6,6,1,Occasional
1177,18-24,M,"Some college or university, no certificate or degree",USA,Other,-1.43907,0.00332,-0.84732,0.76096,-0.27607,-0.21712,0.7654,3,3,0,0,6,4,5,0,0,4,0,0,4,4,2,3,0,0,0,3,3,4,Occasional
1178,18-24,M,"Some college or university, no certificate or degree",Other,White,0.82562,-0.15487,-0.01928,-1.34289,-0.89891,-1.37983,0.07987,5,2,0,6,2,3,5,3,0,3,0,0,5,0,5,0,0,0,0,5,6,0,Occasional
1179,25-34,F,"Some college or university, no certificate or degree",USA,White,-0.46725,0.32197,0.14143,1.61108,0.12331,1.29221,0.40148,5,0,0,3,6,2,5,1,0,1,0,0,0,1,0,1,0,0,0,1,5,1,Occasional
1180,25-34,F,Masters degree,USA,White,2.127,0.47617,1.88511,-2.78793,-1.25773,1.86203,1.92173,4,6,0,4,6,4,6,4,0,1,3,1,4,1,4,0,3,0,2,6,4,1,Occasional
1181,18-24,M,"Some college or university, no certificate or degree",USA,White,-0.79151,-0.30033,-0.58331,0.76096,-0.27607,-0.21712,-1.18084,0,3,0,4,6,6,3,0,0,0,0,0,3,3,6,3,0,0,0,6,4,3,Regular
1182,18-24,M,"Some college or university, no certificate or degree",USA,White,-0.14882,-1.6334,0.29338,-0.60633,-0.27607,-0.71126,0.40148,2,0,0,0,3,6,6,0,0,2,0,2,2,2,0,2,0,0,0,0,2,2,Regular
1183,25-34,M,"Some college or university, no certificate or degree",Other,White,1.72012,-0.43999,-0.58331,-0.45321,-1.0145,0.19268,0.40148,5,3,2,3,6,4,6,4,0,0,0,0,0,3,2,3,3,0,0,4,5,3,Occasional
1184,25-34,F,Professional certificate/ diploma,Australia,White,0.41667,-0.43999,-0.58331,2.23427,-0.78155,0.52975,0.07987,6,3,2,3,6,4,6,3,0,3,0,4,4,4,3,4,5,0,0,5,6,4,Occasional
1185,18-24,M,University degree,USA,White,-0.46725,1.11406,0.88309,-0.30172,1.81175,-0.71126,-0.21575,5,3,0,3,6,6,5,0,0,4,0,4,3,3,0,3,0,0,0,3,5,3,Regular
1186,45-54,M,Left school at 16 years,USA,White,-0.14882,-1.23177,-0.17779,0.94156,0.25953,-0.21712,0.7654,4,1,0,5,6,5,4,1,0,0,0,0,0,1,6,0,1,0,1,6,5,1,Regular
1187,18-24,M,"Some college or university, no certificate or degree",USA,White,0.82562,-0.30033,0.58331,-0.91699,-0.89891,0.88113,0.7654,5,5,0,3,6,5,5,0,0,3,3,0,4,0,4,0,6,0,3,6,5,0,Regular
